Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,EMA_20,SMA_50,EMA_50,RSI,Stoch_K,Stoch_D,ADX,MACD,MACD_Signal,BB_upper,BB_middle,BB_lower,ATR,MFI,OBV,VWAP
2025-07-15 09:30:00-04:00,86.43000030517578,86.66999816894531,86.38999938964844,86.50199890136719,6357279,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,6357279,
2025-07-15 09:31:00-04:00,86.5199966430664,86.54000091552734,86.27999877929688,86.38999938964844,390127,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,5967152,
2025-07-15 09:32:00-04:00,86.4000015258789,86.5,86.20089721679688,86.3499984741211,570389,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,5396763,
2025-07-15 09:33:00-04:00,86.3499984741211,86.3550033569336,86.12999725341797,86.13999938964844,421764,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4974999,
2025-07-15 09:34:00-04:00,86.1488037109375,86.26000213623047,86.0199966430664,86.0199966430664,404000,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4570999,
2025-07-15 09:35:00-04:00,86.02989959716797,86.12000274658203,85.95010375976562,86.09349822998047,493490,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,5064489,
2025-07-15 09:36:00-04:00,86.08999633789062,86.30000305175781,86.05010223388672,86.27999877929688,487563,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,5552052,
2025-07-15 09:37:00-04:00,86.2750015258789,86.29000091552734,86.05000305175781,86.0999984741211,304057,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,5247995,
2025-07-15 09:38:00-04:00,86.09500122070312,86.12000274658203,85.97000122070312,86.08999633789062,379088,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4868907,
2025-07-15 09:39:00-04:00,86.08999633789062,86.18000030517578,85.93009948730469,85.94999694824219,313814,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4555093,
2025-07-15 09:40:00-04:00,85.95999908447266,85.95999908447266,85.60209655761719,85.80999755859375,592332,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,3962761,
2025-07-15 09:41:00-04:00,85.80000305175781,85.94499969482422,85.71499633789062,85.91000366210938,334893,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4297654,
2025-07-15 09:42:00-04:00,85.90499877929688,86.08999633789062,85.80999755859375,86.07499694824219,420445,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,4718099,
2025-07-15 09:43:00-04:00,86.06500244140625,86.12000274658203,85.94999694824219,86.0250015258789,241199,0.0,0.0,0.0,,,,,38.91538479919474,39.60149172691681,,0.0,,,,,,0.24298041207449778,27.705196502775806,4476900,86.32710470735336
2025-07-15 09:44:00-04:00,86.0,86.12000274658203,85.9281005859375,86.05500030517578,253582,0.0,0.0,0.0,,,,,40.81791853340377,48.28890533868042,,0.0,,,,,,0.23933196554378586,30.972669120544154,4730482,86.09439336891354
2025-07-15 09:45:00-04:00,86.05999755859375,86.2697982788086,86.04000091552734,86.2249984741211,427332,0.0,0.0,0.0,,,,,50.27030854247767,69.37292888095845,52.42110864885189,0.0,,,,,,0.23865092252503328,38.35406563471622,5157814,86.07938892690225
2025-07-15 09:46:00-04:00,86.2300033569336,86.23999786376953,86.0199966430664,86.03500366210938,291784,0.0,0.0,0.0,,,,,42.16474746519802,57.49810001519988,58.38664474494626,0.0,,,,,,0.23731880096632554,40.35868901949569,4866030,86.05161877684966
2025-07-15 09:47:00-04:00,86.03500366210938,86.05509948730469,85.83000183105469,85.91000366210938,376064,0.0,0.0,0.0,,,,,37.841654255971726,44.118675936857755,56.99656827767203,0.0,,,,,,0.23644586205801657,40.71529246989314,4489966,86.03071642141474
2025-07-15 09:48:00-04:00,85.91000366210938,86.0697021484375,85.86969757080078,86.05010223388672,237851,0.0,0.0,0.0,,,,,44.68679381254388,64.19279373824828,55.269856563435305,0.0,,,,,,0.233842913170781,46.64525646736753,4727817,86.02370599227824
2025-07-15 09:49:00-04:00,86.05000305175781,86.05999755859375,85.88999938964844,85.9000015258789,180110,0.0,0.0,0.0,86.09552955627441,86.10513872296963,,,39.6489132888678,42.685513140058596,50.33232760505488,0.0,,,86.44129174661623,86.09552955627441,85.7497673659326,0.22928257429753326,49.66876781589347,4547707,86.01781996531163
2025-07-15 09:50:00-04:00,85.88999938964844,86.08499908447266,85.86000061035156,86.08499908447266,312207,0.0,0.0,0.0,86.07467956542969,86.1032206621604,,,47.50418623044748,70.1990794654245,59.02579544791046,0.0,,,86.36586905058378,86.07467956542969,85.7834900802756,0.22897656714207332,47.7642151354743,4859914,85.99720617099722
2025-07-15 09:51:00-04:00,86.08999633789062,86.09500122070312,85.92019653320312,86.00499725341797,189805,0.0,0.0,0.0,86.05542945861816,86.09386605180397,,,44.789197214482414,60.341419381377335,57.742003995620145,0.0,,,86.30919087496761,86.05542945861816,85.80166804226872,0.22510714716763952,48.968917415697334,4670109,85.98761673848026
2025-07-15 09:52:00-04:00,86.01000213623047,86.06819915771484,85.96499633789062,86.0250015258789,179863,0.0,0.0,0.0,86.03917961120605,86.08730752552539,,,45.62602253836921,63.33740873201778,64.62596919293988,0.0,,,86.25405077517017,86.03917961120605,85.82430844724193,0.21639969521453803,55.349283004729074,4849972,85.98262436721902
2025-07-15 09:53:00-04:00,86.02999877929688,86.04190063476562,85.875,85.9000015258789,229657,0.0,0.0,0.0,86.02717971801758,86.06946885889239,,,41.40307854110134,44.61647451352309,56.098434208972726,0.0,,,86.24497505703839,86.02717971801758,85.80938437899677,0.21286404803961564,56.44424008731942,4620315,85.97752368406803
2025-07-15 09:54:00-04:00,85.88999938964844,85.95999908447266,85.80999755859375,85.939697265625,238668,0.0,0.0,0.0,86.02316474914551,86.0571096595336,,,43.20096490815947,40.50110700092136,49.48499674882074,0.0,,,86.24427704274582,86.02316474914551,85.8020524555452,0.20837386788527926,61.528178819254094,4858983,86.00127038772318
2025-07-15 09:55:00-04:00,85.94000244140625,86.00499725341797,85.90499877929688,85.97550201416016,148368,0.0,0.0,0.0,86.01726493835449,86.04933750283136,,,44.84478922170103,35.9948230374832,40.37080151730921,0.0,-0.08781763805149012,,86.23684727568538,86.01726493835449,85.7976826010236,0.20063276833069457,59.60811309042605,5007351,86.01269412184878
2025-07-15 09:56:00-04:00,85.9800033569336,86.01000213623047,85.9000015258789,85.90499877929688,128241,0.0,0.0,0.0,85.99851493835449,86.03559095773284,,,42.25173224153071,20.66139014717839,32.38577339519431,0.0,-0.08888950401782836,,86.186995910143,85.99851493835449,85.81003396656598,0.19415904276075654,52.44130211612137,4879110,86.01249211883113
2025-07-15 09:57:00-04:00,85.9000015258789,85.95999908447266,85.8550033569336,85.93000030517578,223192,0.0,0.0,0.0,85.99001502990723,86.02553470510836,,,43.49938969811568,26.09886007267659,27.585024419112724,32.43532833760425,-0.08672187552797084,,86.17471790573074,85.99001502990723,85.80531215408371,0.18779023453063554,45.66084218940519,5102302,86.00477003283434
2025-07-15 09:58:00-04:00,85.91999816894531,85.935302734375,85.7699966430664,85.80000305175781,206985,0.0,0.0,0.0,85.97551536560059,86.00405550002736,,,38.804833192029896,6.003663562814838,17.587971260889933,33.22764122732678,-0.09440545888659813,,86.17171895694462,85.97551536560059,85.77931177425656,0.1861842243004897,38.77087825545075,4895317,85.99212230020328
2025-07-15 09:59:00-04:00,85.80000305175781,85.83989715576172,85.71530151367188,85.7750015258789,280606,0.0,0.0,0.0,85.96676559448242,85.98224083582275,,,37.95640803869776,11.378011719715586,14.493511785068998,34.208119342739856,-0.10134393840991152,,86.18147595132835,85.96676559448242,85.7520552376365,0.18178503985687214,27.26358357884493,4614711,85.94869471224133
2025-07-15 10:00:00-04:00,85.77999877929688,85.86810302734375,85.58999633789062,85.65950012207031,374198,0.0,0.0,0.0,85.95924072265625,85.95150362498919,,,34.232710226936476,13.762992506647329,10.381555929725913,35.61193222081998,-0.1148389396119569,,86.20386536010095,85.95924072265625,85.71461608521155,0.18866515768517592,26.596494869804516,4240513,85.90800041740823
2025-07-15 10:01:00-04:00,85.66000366210938,85.7499008178711,85.58999633789062,85.69509887695312,294514,0.0,0.0,0.0,85.94849548339843,85.92708412517622,,,36.30674019916682,20.81218274111675,15.317728989159884,36.91547275046581,-0.1212634536728956,,86.21840046275628,85.94849548339843,85.67859050404059,0.18661082356341113,27.276727668967354,4535027,85.88425741079256
2025-07-15 10:02:00-04:00,85.69999694824219,85.77999877929688,85.68499755859375,85.69999694824219,201214,0.0,0.0,0.0,85.92974548339843,85.90545677499202,,,36.602983732220444,21.78208846990573,18.7857545725566,37.741209640873876,-0.12452425582667104,,86.21363318682286,85.92974548339843,85.64585777997401,0.1800672805019621,26.424915468799497,4736241,85.86561873926843
2025-07-15 10:03:00-04:00,85.70999908447266,85.75489807128906,85.62999725341797,85.65280151367188,186885,0.0,0.0,0.0,85.91113548278808,85.881394369152,,,34.91774599946244,12.436548223350254,18.34360647812424,38.74514528917473,-0.1294248134818048,-0.11058749941543292,86.2156543646534,85.91113548278808,85.60661660092276,0.1761268188854715,26.373681527793508,4549356,85.84995676712431
2025-07-15 10:04:00-04:00,85.71499633789062,85.73999786376953,85.70999908447266,85.73999786376953,235416,0.0,0.0,0.0,85.89538536071777,85.86792803530605,,,40.379398209205334,29.70298525501571,21.307207316090558,39.67737124831124,-0.12483352088494826,-0.11343670370933599,86.20109385509784,85.89538536071777,85.5896768663377,0.1697746425434847,24.53811570019637,4784772,85.82487133636187
2025-07-15 10:05:00-04:00,85.73999786376953,85.95500183105469,85.72000122070312,85.91000366210938,269310,0.0,0.0,0.0,85.87963562011718,85.87193523785875,,,49.310928980844714,66.91874471513584,36.35275939783393,38.09136945170824,-0.10625203398694794,-0.11199976976485838,86.14567930875087,85.87963562011718,85.6135919314835,0.1744336402440617,32.35794888910526,5054082,85.81717438709518
2025-07-15 10:06:00-04:00,85.91999816894531,86.05999755859375,85.91999816894531,86.02940368652344,297000,0.0,0.0,0.0,85.8793556213379,85.88693223296968,,,54.4697978299082,93.49068242321927,63.3708041311236,35.72689358376172,-0.08095825131889,-0.10579146607566471,86.1447556584763,85.8793556213379,85.61395558419949,0.17268794426122694,34.75297473351915,5351082,85.82286406030248
2025-07-15 10:07:00-04:00,86.03479766845703,86.05000305175781,85.93000030517578,86.01000213623047,258745,0.0,0.0,0.0,85.88435554504395,85.89865317613737,,,53.51668123693455,89.36270372053762,83.25737695296424,33.531308849239956,-0.061766285988994696,-0.09698643005833071,86.15558058934276,85.88435554504395,85.61313050074513,0.1689247158555701,34.44841635870161,5092337,85.82833974525717
2025-07-15 10:08:00-04:00,86.00990295410156,86.04000091552734,85.93000030517578,86.02349853515625,178114,0.0,0.0,0.0,85.88302536010742,85.91054321032965,,,54.118128492349605,92.23427050191546,91.69588554855746,31.492551595755458,-0.04494932080497449,-0.08657900820765947,86.1512299619584,85.88302536010742,85.61482075825644,0.1647158511767124,40.518485325074536,5270451,85.83209111396353
2025-07-15 10:09:00-04:00,86.0250015258789,86.08999633789062,86.01480102539062,86.04499816894531,213412,0.0,0.0,0.0,85.89027519226075,85.92334844448352,,,55.11446190486691,91.0003662109375,90.86578014446353,29.332554483976274,-0.02954632235791621,-0.07517247103771083,86.1676068859215,85.89027519226075,85.61294349859999,0.15832152698551866,41.67966205945133,5483863,85.84022782120718
2025-07-15 10:10:00-04:00,86.03990173339844,86.13999938964844,86.02999877929688,86.13999938964844,299295,0.0,0.0,0.0,85.89302520751953,85.94398186783256,,,59.31829551277143,100.0,94.41154557095098,27.751293507115836,-0.00956329089903818,-0.062050635009976304,86.17898250168354,85.89302520751953,85.60706791335552,0.15487003294023607,48.174510194743085,5783158,85.85903055233901
