Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,EMA_20,SMA_50,EMA_50,RSI,Stoch_K,Stoch_D,ADX,MACD,MACD_Signal,BB_upper,BB_middle,BB_lower,ATR,MFI,OBV,VWAP
2025-07-15 10:11:00-04:00,86.1500015258789,86.31999969482422,86.1500015258789,86.30999755859375,357218,0.0,0.0,0.0,85.90827522277831,85.97884050504791,,,65.53811586541882,98.62985065267603,96.54340562120451,27.5369016829375,0.019763021195700503,-0.045687903768840944,86.24458900888224,85.90827522277831,85.57196143667439,0.15666505238563216,56.208209424656715,6140376,85.89482151075833
2025-07-15 10:12:00-04:00,86.30999755859375,86.31500244140625,86.20999908447266,86.29499816894531,294393,0.0,0.0,0.0,85.92177505493164,86.00895075875242,,,64.59964060348877,96.57514919055632,98.40166661441079,27.33782356048619,0.04131772441824921,-0.028286778131422913,86.29535757901728,85.92177505493164,85.54819253084601,0.15297493128191514,62.77596547093906,5845983,85.92791827529662
2025-07-15 10:13:00-04:00,86.30000305175781,86.31999969482422,86.20500183105469,86.2750015258789,190605,0.0,0.0,0.0,85.94052505493164,86.03428892705017,,,63.29830547882822,93.83589561364087,96.34696515229108,27.152965303924258,0.056139281348947634,-0.011401566235348803,86.34427822574803,85.94052505493164,85.53677188411525,0.15026228360245916,64.3018146047969,5655378,85.9572282382304
2025-07-15 10:14:00-04:00,86.27320098876953,86.3499984741211,86.25,86.33689880371094,200465,0.0,0.0,0.0,85.96038513183593,86.06310891530357,,,65.60780602976106,98.27636400140541,96.22913626853419,27.18493042348962,0.07204952297243494,0.005288651606207945,86.3995448123884,85.96038513183593,85.52122545128347,0.14667201149664733,73.26457752625794,5855843,86.00475714737551
2025-07-15 10:15:00-04:00,86.33000183105469,86.41999816894531,86.31999969482422,86.3947982788086,179516,0.0,0.0,0.0,85.98134994506836,86.09469837849453,,,67.65796286596793,96.81014418573209,96.30746793359278,27.66411516725093,0.08831249635505856,0.021893420555978066,86.45968077605644,85.98134994506836,85.50301911408027,0.1433381873983935,81.08855302683118,6035359,86.05330190559233
2025-07-15 10:16:00-04:00,86.38999938964844,86.38999938964844,86.2699966430664,86.33000183105469,161682,0.0,0.0,0.0,86.00260009765626,86.1171082311193,,,63.12297706045515,88.60807169691059,94.56485996134937,27.509652494019907,0.09487878455360033,0.036490493355502515,86.50273991345894,86.00260009765626,85.50246028185357,0.14201414799437878,75.99029626792671,5873677,86.08685555111884
2025-07-15 10:17:00-04:00,86.3279037475586,86.36000061035156,86.13990020751953,86.16999816894531,244030,0.0,0.0,0.0,86.01459999084473,86.12214536805512,,,53.57367069349582,64.78868699025371,83.40230095763212,26.027129903816725,0.08617824773685356,0.04642804423177273,86.51869732518168,86.01459999084473,85.51050265650778,0.14759173762563968,74.67713641925673,5629647,86.11925230158405
2025-07-15 10:18:00-04:00,86.16999816894531,86.24819946289062,86.13490295410156,86.21839904785156,119162,0.0,0.0,0.0,86.03551979064942,86.13131238517859,,,55.75421189641056,71.2,74.86558622905476,24.603672002326725,0.08224053831753508,0.0535905430489252,86.53697767747984,86.03551979064942,85.534061903819,0.145142078423027,70.13026974277864,5748809,86.15030347200292
2025-07-15 10:19:00-04:00,86.20999908447266,86.27970123291016,86.16000366210938,86.27680206298828,118228,0.0,0.0,0.0,86.06060981750488,86.14516854496999,86.04925979614258,86.12912323961929,58.29933964684405,71.36077880859375,69.11648859961582,23.55033573951342,0.0828771542156801,0.05944786528227618,86.55761228048388,86.06060981750488,85.56360735452589,0.14332461359286658,68.69038582842927,5867037,86.17864633327649
2025-07-15 10:20:00-04:00,86.2699966430664,86.30999755859375,86.11000061035156,86.30989837646484,161081,0.0,0.0,0.0,86.0931297302246,86.16085710035046,86.04541778564453,86.13621246067207,59.7135867267695,77.53055663682366,73.3637784818058,22.069757696860428,0.08507162012016067,0.06457261624985308,86.5653928230927,86.0931297302246,85.62086663735651,0.14737263749638949,67.26837837210883,6028118,86.19966207441925
2025-07-15 10:21:00-04:00,86.29000091552734,86.34989929199219,86.2499008178711,86.30010223388672,214404,0.0,0.0,0.0,86.12337989807129,86.17411854163961,86.0436198425293,86.14263951060205,59.07496165250407,75.53133514986376,74.80755686509372,21.05698916221633,0.08503999519442118,0.06866609203876671,86.56638548459311,86.12337989807129,85.68037431154947,0.14398876868386834,75.5857274071228,5813714,86.22491426436368
2025-07-15 10:22:00-04:00,86.29190063476562,86.36129760742188,86.29190063476562,86.31500244140625,127946,0.0,0.0,0.0,86.1541301727295,86.18753605590311,86.042919921875,86.14939884122182,59.77955985345448,74.08774242138956,75.71654473602565,20.220464378515054,0.08523472161944312,0.07197981795490199,86.55905590358016,86.1541301727295,85.74920444187883,0.13866078325332418,75.16595025467228,5941660,86.24329464026543
2025-07-15 10:23:00-04:00,86.30999755859375,86.30999755859375,86.13999938964844,86.2300033569336,161451,0.0,0.0,0.0,86.18299026489258,86.19158056076316,86.0447200012207,86.15255980262228,54.06151852959506,51.283305293634335,66.96746095496255,19.551751296782296,0.07763539545184983,0.07311093345429157,86.51693410892035,86.18299026489258,85.84904642086481,0.14125665957507333,69.0098543339695,5780209,86.2569301524658
2025-07-15 10:24:00-04:00,86.23500061035156,86.2699966430664,86.16999816894531,86.26000213623047,63162,0.0,0.0,0.0,86.20899047851563,86.19809690128386,86.04952011108398,86.15677322746967,55.67304159938678,48.38797007284899,57.91967259595762,18.930803435173306,0.07318983859262573,0.0731267144819584,86.4749832579385,86.20899047851563,85.94299769909276,0.13830964632836049,66.19481460048664,5843371,86.27408195884367
2025-07-15 10:25:00-04:00,86.23999786376953,86.28510284423828,86.05999755859375,86.05999755859375,156611,0.0,0.0,0.0,86.21649017333985,86.18494458293242,86.04885009765626,86.15297810320003,44.471810890219224,0.0,33.22375845549444,19.209557691224376,0.0529179990926707,0.06908497140410086,86.45542181999993,86.21649017333985,85.97755852667977,0.1445093348509441,56.82236542436228,5686760,86.26708320253111
2025-07-15 10:26:00-04:00,86.05000305175781,86.1698989868164,86.0,86.16000366210938,192469,0.0,0.0,0.0,86.22302017211913,86.18256925713975,86.0464501953125,86.15325361531413,49.89971587056782,38.096276112624885,28.82808206182462,19.871518737590346,0.044410144504595905,0.06415000602419987,86.44786599200422,86.22302017211913,85.99817435223405,0.1463228814199057,46.506121220236224,5879229,86.25307949668098
2025-07-15 10:27:00-04:00,86.16999816894531,86.21150207519531,86.13999938964844,86.15499877929688,119900,0.0,0.0,0.0,86.23027000427246,86.17994349734519,86.04755020141602,86.15332205311736,49.63820671443405,36.904632152588555,25.000302755071143,20.010959222290087,0.03683909804165353,0.058687824427690605,86.43568530971076,86.23027000427246,86.02485469883415,0.14097858171468922,53.38613169111769,5759329,86.24736306875366
2025-07-15 10:28:00-04:00,86.16000366210938,86.23809814453125,86.14009857177734,86.20500183105469,96578,0.0,0.0,0.0,86.23934516906738,86.18233000531754,86.0498503112793,86.15534871107569,52.32636228814743,48.810172570390556,41.27036027853466,19.84088255910749,0.034476395134930726,0.05384553856913863,86.42221895415302,86.23934516906738,86.05647138398173,0.13790865250320472,51.09295939399644,5855907,86.23879471856283
2025-07-15 10:29:00-04:00,86.19999694824219,86.30000305175781,86.1897964477539,86.20010375976562,129749,0.0,0.0,0.0,86.24710044860839,86.18402274383641,86.05485244750976,86.15710381102431,52.03337519738142,51.30873664853868,45.67451379050593,19.015515377127297,0.03184165189853161,0.049444761235017225,86.40820932539059,86.24710044860839,86.0859915718262,0.13592993475325482,49.907757053866966,5726158,86.22612445441666
2025-07-15 10:30:00-04:00,86.20500183105469,86.29000091552734,86.12999725341797,86.25,188761,0.0,0.0,0.0,86.25260047912597,86.19030629204246,86.0636524963379,86.16074679882728,54.80928022755552,69.19503336430442,56.43798086107788,18.74914048461367,0.03339485340553949,0.04623477966912168,86.40603653404406,86.25260047912597,86.09916442420788,0.1376494867072634,49.266947603334195,5914919,86.2178505608968
2025-07-15 10:31:00-04:00,86.26000213623047,86.26000213623047,86.0199966430664,86.0199966430664,151719,0.0,0.0,0.0,86.23810043334962,86.17408632547333,86.06585235595703,86.15522718487587,42.57734754643094,5.5346735366162685,42.01281451648645,19.296577490370456,0.01588333490599325,0.040164490716496,86.41938375194898,86.23810043334962,86.05681711475025,0.1449606300256062,51.54523968731201,5763200,86.20825134873476
2025-07-15 10:32:00-04:00,86.01000213623047,86.07520294189453,85.87000274658203,86.05000305175781,265158,0.0,0.0,0.0,86.22585067749023,86.16226887083376,86.06535247802735,86.151100748283,44.32309180598841,36.63793772808448,37.12254820966839,20.654800270137237,0.004376151191934241,0.03300682281158365,86.42255367710412,86.22585067749023,86.02914767787634,0.14926345611752717,48.05472298362084,6028358,86.18276748595792
2025-07-15 10:33:00-04:00,86.05989837646484,86.13999938964844,86.0,86.05999755859375,138648,0.0,0.0,0.0,86.21510047912598,86.15252874585852,86.06605239868163,86.14752807417753,44.923703980656754,38.6722571628232,26.94828947584131,21.224837178317852,-0.003892036656310438,0.025627050918004834,86.42306223817724,86.21510047912598,86.00713872007472,0.14860173708402075,48.53780762575487,6167006,86.17228320531174
2025-07-15 10:34:00-04:00,86.05000305175781,86.09500122070312,86.01000213623047,86.07009887695312,106920,0.0,0.0,0.0,86.20176048278809,86.14467828215325,86.06635437011718,86.1444916350707,45.56287281651485,40.728317415948446,38.67950410228537,21.754157164485566,-0.009519804740577342,0.0185976797862884,86.41098380312,86.20176048278809,85.99253716245617,0.1440586904689233,42.159233575299275,6273926,86.16110770698016
2025-07-15 10:36:00-04:00,86.1718978881836,86.1718978881836,86.02999877929688,86.05000305175781,266280,0.0,0.0,0.0,86.18452072143555,86.13566159354416,86.06285446166993,86.14078620043097,44.457501012684375,36.63793772808448,38.67950410228537,21.438644422729844,-0.015423622716866703,0.011793419285657383,86.38386691708732,86.18452072143555,85.98517452578378,0.14390443464162297,43.52971381980681,6007646,86.13787211986508
2025-07-15 10:37:00-04:00,86.04029846191406,86.06500244140625,85.94000244140625,86.02989959716797,135876,0.0,0.0,0.0,86.16951560974121,86.12558902246072,86.0627523803711,86.13643770618536,43.32513521817672,36.3406218029859,37.90229231567294,21.734162181810525,-0.021477047734336452,0.005139325881658617,86.36797689053863,86.16951560974121,85.9710543289438,0.14255411788150704,37.47918988129759,5871770,86.11909641545844
2025-07-15 10:38:00-04:00,85.99500274658203,86.02999877929688,85.94999694824219,86.0000991821289,117053,0.0,0.0,0.0,86.1610206604004,86.11363760909579,86.06455429077148,86.13109109739884,41.63232353489026,30.25496353861713,34.411174356562505,22.008571529528304,-0.02835224804761083,-0.0015589889041952723,86.37277183970016,86.1610206604004,85.94926948110063,0.13808609739387706,38.267517494446714,5754717,86.10402533410799
2025-07-15 10:39:00-04:00,86.01499938964844,86.09500122070312,85.95999908447266,85.98999786376953,113926,0.0,0.0,0.0,86.14960060119628,86.1018623952552,86.06335220336913,86.12555802941338,41.04687430124502,27.90582140132361,31.50046891430888,21.57220785427463,-0.034221501631719775,-0.008091491449700174,86.37210497070424,86.14960060119628,85.92709623168832,0.1378658144536336,39.699384048402955,5640791,86.09562505234511
2025-07-15 10:40:00-04:00,85.99500274658203,86.0198974609375,85.8219985961914,85.84950256347656,156223,0.0,0.0,0.0,86.1282356262207,86.077828125562,86.0623422241211,86.11473232486685,33.90529122708794,5.753914417505945,21.304899785815557,22.06680586091614,-0.04963753336193122,-0.016400699832146384,86.37815175195001,86.1282356262207,85.87831950049139,0.14215388947452362,39.7143222085603,5484568,86.07856389051815
2025-07-15 10:41:00-04:00,85.84140014648438,85.97000122070312,85.83999633789062,85.95999908447266,181644,0.0,0.0,0.0,86.1107406616211,86.0666063121249,86.0598422241211,86.1086643546553,42.39420405077099,28.87012593171915,20.8432872501829,22.526075438511832,-0.052335413716548373,-0.023587642609026783,86.35628945633367,86.1107406616211,85.86519186690852,0.14128610328437907,48.28306273035514,5666212,86.06277317811369
2025-07-15 10:42:00-04:00,85.94999694824219,85.97930145263672,85.91500091552734,85.91500091552734,101752,0.0,0.0,0.0,86.09148559570312,86.05216770292515,86.05804229736329,86.10106970998362,40.13360040596732,19.456370804271145,18.026803717832077,22.846330613081967,-0.0574423201926777,-0.030358578125756968,86.33500649616295,86.09148559570312,85.84796469524329,0.13578713427187877,47.83937429666993,5564460,86.05088088518704
2025-07-15 10:43:00-04:00,85.91519927978516,85.91999816894531,85.69000244140625,85.69000244140625,256742,0.0,0.0,0.0,86.06023559570312,86.01767577325668,86.05134231567382,86.08494942494137,31.18054849608359,0.0,16.108832245330095,24.351433284142267,-0.0787374406358623,-0.040034350627778034,86.33887867840029,86.06023559570312,85.78159251300595,0.14251631950524904,40.353678208567196,5307718,86.01329938788369
2025-07-15 10:44:00-04:00,85.69100189208984,85.84449768066406,85.69100189208984,85.80000305175781,181536,0.0,0.0,0.0,86.03873558044434,85.99694503787585,86.04934234619141,86.07377505736555,38.4139941756755,18.333481683048714,12.596617495773282,25.7490286215554,-0.08574938157455847,-0.04917735681713412,86.32782543108854,86.03873558044434,85.74964572980014,0.14337195663043215,41.6409786047608,5489254,85.98335452772062
2025-07-15 10:45:00-04:00,85.78209686279297,85.93000030517578,85.77999877929688,85.89810180664062,202990,0.0,0.0,0.0,86.02064056396485,85.98753139680582,86.04851043701171,86.0668859102783,44.0608058842096,36.50868011403943,18.280720599029376,26.094510706565604,-0.0824403248655301,-0.055829950426813324,86.29709493123886,86.02064056396485,85.74418619669083,0.14384549729103746,49.93872819352739,5692244,85.9545567957364
2025-07-15 10:46:00-04:00,85.9000015258789,85.9749984741211,85.87000274658203,85.94000244140625,157913,0.0,0.0,0.0,86.01464080810547,85.98300482962492,86.04780044555665,86.0619100879696,46.324607108121775,51.87847315675316,35.57354498461376,25.950023778449037,-0.07556576740716991,-0.05977711382288464,86.29262234644948,86.01464080810547,85.73665926976146,0.14107051373732496,56.44169728187451,5850157,85.9435577073825
2025-07-15 10:47:00-04:00,85.94999694824219,86.04499816894531,85.87000274658203,85.8949966430664,181083,0.0,0.0,0.0,86.00139045715332,85.97462309757174,86.04760040283203,86.05536446267928,44.25304574398242,42.539144752465845,43.642099341086144,25.132368066791855,-0.07290877590529021,-0.062403446239365765,86.27563181406256,86.00139045715332,85.72714910024408,0.14349372149632186,66.38884800359921,5669074,85.93668798711451
2025-07-15 10:48:00-04:00,85.9000015258789,86.00830078125,85.9000015258789,85.93499755859375,82508,0.0,0.0,0.0,85.99039039611816,85.97084923671669,86.04770034790039,86.05064419193083,46.54123086843435,50.83989044218926,48.41916945046942,24.37311633453876,-0.06680526194116965,-0.06328380937972655,86.25663617831535,85.99039039611816,85.72414461392097,0.14133732268826985,65.54432866024814,5751582,85.92905923399269
2025-07-15 10:49:00-04:00,85.94000244140625,85.97000122070312,85.875,85.95500183105469,72021,0.0,0.0,0.0,85.97789039611817,85.96933995998697,86.05080032348633,86.04689351111216,47.69742457413767,54.991054889729746,49.45669669479494,23.857154020283417,-0.059666210611254655,-0.06256028962603218,86.22548012337708,85.97789039611817,85.73030066885926,0.13802760111790235,66.58526062360384,5823603,85.92293581639612
2025-07-15 10:50:00-04:00,85.95999908447266,86.04000091552734,85.86000061035156,85.87999725341797,148729,0.0,0.0,0.0,85.96188507080078,85.96083113078993,86.05290023803711,86.04034855983005,43.86657527625259,46.9124406600859,50.91446199733497,22.663648328620834,-0.05937625111170064,-0.06192348192316587,86.19061383805781,85.96188507080078,85.73315630354374,0.14102565140775083,57.579321095594835,5674874,85.90268484712261
2025-07-15 10:51:00-04:00,85.8550033569336,85.87999725341797,85.61000061035156,85.61019897460938,370630,0.0,0.0,0.0,85.92989501953124,85.92743759210606,86.05191421508789,86.02347994864492,33.45717893072653,0.0408997955010225,33.98146511510555,23.194855468255636,-0.07999479225077266,-0.06553774398868722,86.1672933662302,85.92989501953124,85.69249667283229,0.1502378650976548,51.78825644437694,5304244,85.86401382691002
