Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,EMA_20,SMA_50,EMA_50,RSI,Stoch_K,Stoch_D,ADX,MACD,MACD_Signal,BB_upper,BB_middle,BB_lower,ATR,MFI,OBV
2025-04-16 00:00:00-04:00,46.69928412212685,47.87598686005898,43.03952630317154,45.16358184814453,134574400,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,134574400
2025-04-17 00:00:00-04:00,45.96135143264925,46.16079394342872,44.226206534132224,45.0339469909668,101095800,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,33478600
2025-04-21 00:00:00-04:00,43.2489398834263,43.518186686606036,40.12767941807631,41.74315643310547,114769700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-81291100
2025-04-22 00:00:00-04:00,43.338690730564075,45.85165720043497,42.979694977146885,44.934226989746094,130111400,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,48820300
2025-04-23 00:00:00-04:00,49.10255910879354,50.68812112776438,47.4970524589115,47.91587829589844,151997700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,200818000
2025-04-24 00:00:00-04:00,48.60395375872521,52.13406966905726,48.404511257722724,51.99446105957031,120307700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,321125700
2025-04-25 00:00:00-04:00,51.89474378708063,53.91907631372102,51.33630552274387,53.70966339111328,113051600,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,434177300
2025-04-28 00:00:00-04:00,53.86921560697226,54.48748394934124,51.49585778400508,53.66977310180664,95678400,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,338498900
2025-04-29 00:00:00-04:00,52.89195263018009,55.01600451339218,52.68253970716754,54.71684265136719,84904000,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,423402900
2025-04-30 00:00:00-04:00,51.81496290127494,55.265304074471196,50.17954124942697,54.72681427001953,134223300,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,557626200
2025-05-01 00:00:00-04:00,57.39933371344707,58.7256192964517,56.471929325038516,56.61153793334961,102740800,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,660367000
2025-05-02 00:00:00-04:00,58.476318580158626,60.02199133133119,57.86802065389183,59.26411437988281,97548900,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,757915900
2025-05-05 00:00:00-04:00,57.738387512797644,59.333919973662915,57.538945004177116,58.23699188232422,69289500,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,688626400
2025-05-06 00:00:00-04:00,55.90352085987767,57.87799362121251,55.41488692512014,56.58162307739258,82942900,0.0,0.0,0.0,,,,,72.36635870023738,82.7067743335902,,0.0,,,,,,3.6269903397333456,64.86277303193046,605683500
2025-05-07 00:00:00-04:00,56.80100616707953,58.09737670549838,54.936226978707424,57.23978042602539,103933600,0.0,0.0,0.0,,,,,73.61340224509959,86.0150433076697,,0.0,,,,,,3.5937160102374603,67.52662264130777,709617100
2025-05-08 00:00:00-04:00,59.034756260078936,60.54053973501169,57.49905393715989,58.94500732421875,98810800,0.0,0.0,0.0,,,,,76.56432651668939,92.18369015404853,86.96850259843615,0.0,,,,,,3.5727905315766635,73.81743447002404,808427900
2025-05-09 00:00:00-04:00,59.633082127766535,60.10177145472174,58.16718786090467,58.80540084838867,73409400,0.0,0.0,0.0,,,,,75.8167632033893,90.1192743825953,89.4393359481045,0.0,,,,,,3.4557757503081215,79.76492271082404,735018500
2025-05-12 00:00:00-04:00,65.6661920498855,65.97533192357736,63.671774629338636,65.92546844482422,101245000,0.0,0.0,0.0,,,,,84.25848805654037,99.73015085712667,94.01103846459016,0.0,,,,,,3.721072559228162,79.96846083595963,836263500
2025-05-13 00:00:00-04:00,66.48389961516673,69.66499767893386,66.17476736479126,68.94700622558594,85297700,0.0,0.0,0.0,,,,,86.42424343562527,96.62288322513827,95.49076948828674,0.0,,,,,,3.7223908931482677,79.56188583447971,921561200
2025-05-14 00:00:00-04:00,69.41569821137418,70.41290691131277,69.016813209779,70.16360473632812,80592400,0.0,0.0,0.0,55.21644401550293,57.267425848377115,,,87.18854599713517,98.76786601324432,98.37363336516977,0.0,,,70.36670004041235,55.21644401550293,40.066187990593505,3.561213021189594,79.43335061015175,1002153600
2025-05-15 00:00:00-04:00,69.286067498901,71.4898979298332,68.73759964156763,70.38299560546875,80847400,0.0,0.0,0.0,56.47741470336914,58.51652773000489,,,87.32710446732234,94.80580104329181,96.7321834272248,0.0,,,72.2559735473419,56.47741470336914,40.69885585939639,3.503433397409307,79.34934181747369,1083001000
