Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,EMA_20,SMA_50,EMA_50,RSI,Stoch_K,Stoch_D,ADX,MACD,MACD_Signal,BB_upper,BB_middle,BB_lower,ATR,MFI,OBV
2025-04-16 00:00:00-04:00,36.98419403035628,39.55254319317998,36.154420265175716,38.070804595947266,108012000,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,108012000
2025-04-17 00:00:00-04:00,37.41883653385021,38.88081803806219,37.241027616070504,38.16958236694336,101336300,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,209348300
2025-04-21 00:00:00-04:00,39.72047052469567,42.35796710531876,39.483394466727574,40.98488998413086,73386700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,282735000
2025-04-22 00:00:00-04:00,39.414245116986635,39.769859187227844,36.94468098104151,37.81396484375,109264400,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,173470600
2025-04-23 00:00:00-04:00,34.34670064609385,35.69014422467511,33.023014034051265,35.32464599609375,137025200,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,36445400
2025-04-24 00:00:00-04:00,34.82085697893709,34.96903234572437,32.23275462171362,32.321659088134766,122279500,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-85834100
2025-04-25 00:00:00-04:00,32.420438904588316,32.756299790542705,31.15602322488049,31.26468276977539,109494700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-195328800
2025-04-28 00:00:00-04:00,31.205414363468645,32.578491498936614,30.830039538149908,31.304197311401367,102440500,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-92888300
2025-04-29 00:00:00-04:00,31.7684736665832,31.88701169287943,30.523813085705044,30.701622009277344,92001600,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-184889900
2025-04-30 00:00:00-04:00,32.34141505252067,33.2502128870971,30.395397219093493,30.681865692138672,136844300,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-321734200
2025-05-01 00:00:00-04:00,29.22976263593494,29.723675486310146,28.479014877269268,29.644649505615234,135470700,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-457204900
2025-05-02 00:00:00-04:00,28.686459308048672,29.00256323142199,27.886319132365955,28.261693954467773,109717200,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-566922100
2025-05-05 00:00:00-04:00,28.992684549209077,29.0914674956169,28.241936794288794,28.785240173339844,76202900,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,-490719200
2025-05-06 00:00:00-04:00,29.93111676910255,30.16819658573119,28.943291108285596,29.565622329711914,96057300,0.0,0.0,0.0,,,,,25.503455403907722,11.604090981791021,,0.0,,,,,,2.4935543127860447,35.34510684457804,-394661900
2025-05-07 00:00:00-04:00,29.476719132231857,30.454666352238593,28.79511886951395,29.239641189575195,118714200,0.0,0.0,0.0,,,,,24.64759565908875,9.351540748770079,,0.0,,,,,,2.4339823963530876,32.83569253603309,-513376100
2025-05-08 00:00:00-04:00,28.320963166906367,29.11122298086008,27.570215401586335,28.37035369873047,112919300,0.0,0.0,0.0,,,,,22.481013787283032,5.410817771184102,8.788816500581733,0.0,,,,,,2.3793712100413567,25.34693322511822,-626295400
2025-05-09 00:00:00-04:00,28.074006036094666,28.7753613678891,27.836928097848883,28.449378967285156,76276700,0.0,0.0,0.0,,,,,23.142429382320614,7.2064691489890995,7.322942556314427,0.0,,,,,,2.2764470714698466,24.0326671282497,-550018700
2025-05-12 00:00:00-04:00,25.140163844013998,26.108232540293063,24.99198848745608,25.01174545288086,136716100,0.0,0.0,0.0,,,,,16.533735782789066,0.1846763676849888,4.26732109595273,0.0,,,,,,2.3608001720669347,24.391099461202515,-686734800
2025-05-13 00:00:00-04:00,24.814181220935374,24.922840761508297,23.599154236368367,23.865867614746094,119928700,0.0,0.0,0.0,,,,,14.996437312781197,2.3457892495633224,3.245644922079137,0.0,,,,,,2.293070960955903,25.392498674918542,-806663500
2025-05-14 00:00:00-04:00,23.707816039998725,23.846111030644444,23.371955162035174,23.45098114013672,96865600,0.0,0.0,0.0,31.064154434204102,29.991619741257523,,,14.471769433779357,0.7999991526952079,1.1101549233145063,0.0,,,40.49609362565326,31.064154434204102,21.632215242754945,2.164559638938404,26.4288704426678,-903529100
2025-05-15 00:00:00-04:00,23.74733102191687,23.935016550633037,23.016338336971724,23.362077713012695,113833400,0.0,0.0,0.0,30.32871809005737,29.360234786186588,,,14.355865104414448,3.378382003292538,2.1747234685170227,0.0,,,39.754415852665694,30.32871809005737,20.90302032744905,2.075568108561469,26.927861487783716,-1017362500
2025-05-16 00:00:00-04:00,23.213903527803765,23.70781636882087,23.085487018155625,23.09536361694336,84396000,0.0,0.0,0.0,29.575007152557372,28.763580389115806,,,13.993768169799239,0.7721931667675832,1.6501914409184428,0.0,,,38.780435467842075,29.575007152557372,20.36957883727267,1.97176534014031,27.75242681012699,-1101758500
2025-05-19 00:00:00-04:00,24.0733120875542,24.09306716875489,22.97682500547951,23.055850982666016,123828900,0.0,0.0,0.0,28.67855520248413,28.219987112311067,,,13.937681363628371,0.7692299570223605,1.6399350423608272,0.0,,,36.677817684746124,28.67855520248413,20.679292720222136,1.910656541792815,34.709615052190856,-1225587400
2025-05-20 00:00:00-04:00,23.40159170989692,23.776964652484203,23.20402581329644,23.30280876159668,84873200,0.0,0.0,0.0,27.952997398376464,27.75168441224303,,,16.1984164257683,4.359329664816353,1.9669175962020988,0.0,,,35.09239876321892,27.952997398376464,20.81359603353401,1.8256891937946274,30.848532313311495,-1140714200
2025-05-21 00:00:00-04:00,23.83623243537757,24.517832670866746,22.93731123216672,24.260997772216797,152548000,0.0,0.0,0.0,27.399814987182616,27.419238065573865,,,24.48684848295825,17.60840772994399,7.5789891172609005,0.0,,,33.850004160095644,27.399814987182616,20.949625814269588,1.80817721128787,40.4982159684837,-988166200
2025-05-22 00:00:00-04:00,24.201728881948,24.3894162865475,23.61891158671371,24.142459869384766,140469700,0.0,0.0,0.0,26.990855026245118,27.107163951651092,,,24.168385808062652,16.031551230035845,12.66642954159873,0.0,-3.113528257219105,,33.172530363048054,26.990855026245118,20.80917968944218,1.7340577461840072,48.86936334050938,-1128635900
2025-05-23 00:00:00-04:00,25.2982172425517,25.377243224631737,24.49807705434731,24.853694915771484,166219700,0.0,0.0,0.0,26.67030563354492,26.892547852995893,,,30.04697031492124,25.492791719894715,19.710916893291515,0.0,-2.911928714306363,,32.591662933039856,26.67030563354492,20.748948334049985,1.6983952896885046,51.303014878110105,-962416200
2025-05-27 00:00:00-04:00,23.85598917481625,24.09306710575585,23.045972439740638,23.11511993408203,110030200,0.0,0.0,0.0,26.260851764678954,26.532792813099334,,,24.95442411586731,2.365309328550259,14.62988409282694,40.865216206209446,-2.859485723790904,,31.972693940411435,26.260851764678954,20.549009588946472,1.7062043744272433,44.66906817706305,-1072446400
2025-05-28 00:00:00-04:00,22.986704390423498,23.500374204362434,22.79901698069043,23.431224822998047,82424700,0.0,0.0,0.0,25.89733190536499,26.23740538547064,,,27.364902728227776,10.01564021026289,12.62458041956929,40.562261511644564,-2.7605948343989866,,31.3520384914949,25.89733190536499,20.44262531923508,1.6344295779447262,46.47689197997235,-990021700
2025-05-29 00:00:00-04:00,22.43352139020263,23.658426951594375,22.41376630756964,23.292930603027344,112720600,0.0,0.0,0.0,25.527885150909423,25.956979215714135,,,26.95695314730949,13.81987201514133,8.733607184651492,40.4293379198851,-2.6626884647089746,,30.62554038058373,25.527885150909423,20.430229921235117,1.6065889398075839,47.193571625156125,-1102742300
2025-05-30 00:00:00-04:00,23.401590934034097,24.419050180647776,23.233660492729708,23.441102981567383,129798800,0.0,0.0,0.0,25.21770782470703,25.71737195531921,,,28.192139477506004,27.80744522437893,17.214319149927714,39.66038349632253,-2.5438171481200555,,30.022146518236905,25.21770782470703,20.413269131177156,1.5765032789583326,48.414385617946486,-972943500
2025-06-02 00:00:00-04:00,23.70781723288644,23.885626163593574,22.86816499572944,22.89780044555664,91918900,0.0,0.0,0.0,24.949513149261474,25.44884133534182,,,26.427451055538867,16.333318987578156,19.320212075699473,39.110226739302334,-2.465035354256436,,29.641862386271626,24.949513149261474,20.257163912251322,1.5365716995944614,50.107152121828655,-1064862400
2025-06-03 00:00:00-04:00,22.868163564174665,22.986703471934792,22.186563333841736,22.36437225341797,83054400,0.0,0.0,0.0,24.62846975326538,25.155082375158596,,,24.786930537067207,5.5727595892487924,16.57117460040196,38.898166917617274,-2.417772831892794,,29.100594107891762,24.62846975326538,20.156345398639,1.483969445201504,51.4885990153577,-1147916800
2025-06-04 00:00:00-04:00,22.30510466505813,22.561939578155712,22.068026718536064,22.206321716308594,73762500,0.0,0.0,0.0,24.260504722595215,24.87424802669669,,,24.305497815554034,4.17908582039846,8.695054799075136,38.75317710288083,-2.3657988434639883,-2.629478513795568,28.229959130699964,24.260504722595215,20.291050314490466,1.413251117659943,52.38913136483376,-1221679300
2025-06-05 00:00:00-04:00,22.02851138746509,22.97682499750181,21.672895432313243,22.710111618041992,144827300,0.0,0.0,0.0,23.934028244018556,24.668139797301006,,,29.03683599673019,27.9999677103637,12.583937706670318,38.21632991438184,-2.257929443349134,-2.5551686997062815,27.22835738636821,23.934028244018556,20.639699101668903,1.405442435340559,60.3322531595498,-1076852000
2025-06-06 00:00:00-04:00,22.06802526492153,22.30510319582734,21.83094733401572,22.077903747558594,94703700,0.0,0.0,0.0,23.61940574645996,24.42145064970649,,,26.77508094015414,10.93332316380212,14.370792231521428,37.717828953632775,-2.1981175275900284,-2.483758465283031,26.304456612924305,23.61940574645996,20.934354879995617,1.3678511388181103,60.131006699446786,-1171555700
2025-06-09 00:00:00-04:00,22.058147492606977,22.19644248572347,21.78155562224602,21.998878479003906,72014900,0.0,0.0,0.0,23.2968807220459,24.19072949059196,,,26.497245417223894,8.800011904028997,15.911100926064938,37.28267748522935,-2.1325105776624405,-2.4135088877589133,24.92565389598503,23.2968807220459,21.668107548106768,1.299782262008063,54.26400294549229,-1243570600
2025-06-10 00:00:00-04:00,21.94948583913749,22.226077706662014,21.47532996691941,21.544477462768555,76179100,0.0,0.0,0.0,23.123517322540284,23.93870548794211,,,24.89743131883874,1.7721433379501852,7.168492801927101,37.0560996024641,-2.093055520436952,-2.3494182142945212,24.72311533660632,23.123517322540284,21.523919308474248,1.260565510417673,49.1798065000028,-1319749700
2025-06-11 00:00:00-04:00,21.40618193336655,22.068025194927376,21.258008462536377,21.791433334350586,105720800,0.0,0.0,0.0,23.019795608520507,23.73420337807625,,,27.46077277833909,12.949610853032993,7.840588698337392,36.97289428632964,-2.018590770513722,-2.2832527255383614,24.681226855914712,23.019795608520507,21.358364361126302,1.228383454844339,40.4656562193976,-1214028900
2025-06-12 00:00:00-04:00,21.96924303246707,21.99887848133573,21.524722604204953,21.653139114379883,89000900,0.0,0.0,0.0,22.929903507232666,23.536006781533736,,,26.90693165127405,9.592331456304557,8.104695215762577,36.89563220706193,-1.948277576349156,-2.2162576957005204,24.680445489700496,22.929903507232666,21.179361524764836,1.1745100564362276,37.8412327531035,-1303029800
2025-06-13 00:00:00-04:00,22.4137645694253,22.640964017174223,21.90009477824068,22.482912063598633,150581500,0.0,0.0,0.0,22.88594522476196,23.4357120464923,,,35.33420353769256,38.749997953019374,20.43064675411897,36.00122764135234,-1.804793584101926,-2.1339648733808017,24.635023059307752,22.88594522476196,21.13686739021617,1.1611754026046641,36.33319022720488,-1152448300
2025-06-16 00:00:00-04:00,22.04826845183281,22.058146934538062,21.425939114425496,21.55435562133789,91508300,0.0,0.0,0.0,22.80889482498169,23.25653524409664,,,31.023611837035816,9.37498411057255,19.239104506632156,35.51181231726458,-1.7458827811928224,-2.0563484549432056,24.647748048234387,22.80889482498169,20.97004160172899,1.153732370216698,37.01907601370559,-1243956600
2025-06-17 00:00:00-04:00,21.880339624418788,22.344618925095283,21.682775608157527,22.196443557739258,89456200,0.0,0.0,0.0,22.76592445373535,23.15557413111022,,,36.76806800362734,29.68752641972594,25.93750282777262,34.6933007047749,-1.6286108035745528,-1.970800924669475,24.619789930956493,22.76592445373535,20.91205897651421,1.1277702940410332,43.2260649515213,-1154500400
